,volume,timestamp,price,high,low,open,change,coin
293,7.96M,2022-01-05,0.14081,0.15103,0.13592,0.15053,-6.36%,
294,8.92M,2022-01-04,0.15038,0.1737,0.1462,0.14774,1.79%,
295,8.06M,2022-01-03,0.14774,0.15701,0.14225,0.14499,2.07%,
296,7.11M,2022-01-02,0.14475,0.14893,0.14363,0.14494,-0.06%,
297,7.58M,2022-01-01,0.14483,0.15418,0.14254,0.14257,1.58%,
298,8.43M,2021-12-31,0.14258,0.15138,0.14083,0.14594,-2.30%,
299,13.50M,2021-12-30,0.14594,0.15436,0.143,0.15425,-5.36%,
300,13.50M,2021-12-30,0.14594,0.15436,0.143,0.15425,-5.36%,
301,19.15M,2021-12-29,0.15421,0.16714,0.14525,0.14649,5.08%,
302,19.15M,2021-12-29,0.15421,0.16714,0.14525,0.14649,5.08%,
303,14.06M,2021-12-28,0.14675,0.16564,0.14453,0.16371,-10.46%,
304,14.06M,2021-12-28,0.14675,0.16564,0.14453,0.16371,-10.46%,
305,12.00M,2021-12-27,0.1639,0.17206,0.15787,0.16047,2.28%,
306,12.00M,2021-12-27,0.1639,0.17206,0.15787,0.16047,2.28%,
307,12.15M,2021-12-26,0.16025,0.17382,0.15252,0.15512,3.25%,
308,12.15M,2021-12-26,0.16025,0.17382,0.15252,0.15512,3.25%,
309,14.87M,2021-12-25,0.1552,0.16679,0.15416,0.16662,-6.83%,
310,14.87M,2021-12-25,0.1552,0.16679,0.15416,0.16662,-6.83%,
311,14.65M,2021-12-24,0.16657,0.17471,0.16554,0.17448,-4.53%,
312,14.65M,2021-12-24,0.16657,0.17471,0.16554,0.17448,-4.53%,
313,15.00M,2021-12-23,0.17448,0.18854,0.16248,0.16476,6.06%,
314,15.00M,2021-12-23,0.17448,0.18854,0.16248,0.16476,6.06%,
315,19.51M,2021-12-22,0.16451,0.26014,0.13825,0.13869,18.64%,
316,19.51M,2021-12-22,0.16451,0.26014,0.13825,0.13869,18.64%,
317,10.13M,2021-12-21,0.13866,0.14,0.1302,0.13181,5.20%,
318,10.13M,2021-12-21,0.13866,0.14,0.1302,0.13181,5.20%,
319,8.46M,2021-12-20,0.13181,0.14388,0.12812,0.13237,-0.42%,
320,8.48M,2021-12-19,0.13236,0.1385,0.13172,0.13499,-1.87%,
321,9.48M,2021-12-18,0.13488,0.13992,0.13092,0.13765,-2.06%,
322,8.84M,2021-12-17,0.13771,0.14467,0.12726,0.13221,4.02%,
323,8.50M,2021-12-16,0.13239,0.14328,0.13067,0.13178,0.47%,
324,8.46M,2021-12-15,0.13177,0.14191,0.12513,0.13744,-4.01%,
325,8.69M,2021-12-14,0.13727,0.13982,0.13064,0.13678,0.36%,
326,8.69M,2021-12-14,0.13727,0.13982,0.13064,0.13678,0.36%,
327,8.87M,2021-12-13,0.13678,0.15521,0.13568,0.1532,-10.71%,
328,9.24M,2021-12-12,0.15319,0.15739,0.14769,0.14883,3.08%,
329,7.84M,2021-12-11,0.14861,0.15407,0.145,0.14589,1.84%,
330,8.64M,2021-12-10,0.14593,0.15443,0.14549,0.15001,-2.73%,
331,9.53M,2021-12-09,0.15003,0.16254,0.14801,0.1579,-5.06%,
332,7.55M,2021-12-08,0.15802,0.18157,0.1511,0.17776,-11.05%,
333,10.02M,2021-12-07,0.17766,0.18585,0.14524,0.15164,16.92%,
334,10.02M,2021-12-07,0.17766,0.18585,0.14524,0.15164,16.92%,
335,6.31M,2021-12-06,0.15195,0.168,0.119,0.16617,-8.54%,
336,6.31M,2021-12-06,0.15195,0.168,0.119,0.16617,-8.54%,
337,3.34M,2021-12-05,0.16614,0.1724,0.15598,0.17092,-2.80%,
338,3.34M,2021-12-05,0.16614,0.1724,0.15598,0.17092,-2.80%,
339,1.12M,2021-12-04,0.17092,0.21235,0.16801,0.21207,-19.53%,
340,1.12M,2021-12-04,0.17092,0.21235,0.16801,0.21207,-19.53%,
341,5.15M,2021-12-03,0.21241,0.23328,0.20304,0.21845,-2.76%,
342,1.68M,2021-12-02,0.21845,0.23635,0.21171,0.23631,-7.56%,
343,3.87M,2021-12-01,0.23631,0.255,0.22,0.22736,3.97%,
344,2.99M,2021-11-30,0.22729,0.23767,0.219,0.23702,-4.11%,
345,3.78M,2021-11-29,0.23703,0.26449,0.23,0.23921,-0.87%,
346,3.99M,2021-11-28,0.2391,0.27,0.22472,0.22822,4.72%,
347,4.15M,2021-11-27,0.22833,0.24206,0.20723,0.21579,5.81%,
348,4.70M,2021-11-26,0.21579,0.24366,0.20567,0.22414,-3.73%,
349,4.02M,2021-11-25,0.22416,0.24588,0.21385,0.217,3.30%,
350,2.99M,2021-11-24,0.217,0.23602,0.21139,0.2264,-4.15%,
351,3.81M,2021-11-23,0.2264,0.2455,0.21867,0.23092,-1.96%,
352,1.69M,2021-11-22,0.23092,0.24007,0.21336,0.23065,0.12%,
353,1.00M,2021-11-17,0.23749,0.24104,0.22159,0.23044,3.06%,
354,671.22K,2021-11-16,0.23044,0.26191,0.23,0.25991,-11.34%,
355,1.03M,2021-11-15,0.25991,0.29062,0.25052,0.29061,-10.56%,
356,1.82M,2021-11-14,0.29061,0.31178,0.26292,0.2684,8.27%,
357,1.24M,2021-11-13,0.2684,0.2792,0.24,0.24532,9.41%,
358,1.22M,2021-11-12,0.24532,0.27722,0.2402,0.26097,-6.00%,
359,2.68M,2021-11-11,0.26097,0.31806,0.2495,0.25534,1.28%,
360,9.01M,2021-11-10,0.25766,0.38835,0.25192,0.2979,-13.51%,
361,9.48M,2021-11-09,0.2979,0.37001,0.2082,0.21658,37.55%,
362,928.29K,2021-11-08,0.21658,0.22603,0.20506,0.2198,-1.46%,
363,928.29K,2021-11-08,0.21658,0.22603,0.20506,0.2198,-1.46%,
364,1.10M,2021-11-07,0.2198,0.2464,0.2087,0.2346,-6.31%,
365,1.10M,2021-11-07,0.2198,0.2464,0.2087,0.2346,-6.31%,
366,986.77K,2021-11-06,0.2346,0.24976,0.20189,0.21789,7.67%,
367,986.77K,2021-11-06,0.2346,0.24976,0.20189,0.21789,7.67%,
368,978.72K,2021-11-05,0.21789,0.23415,0.20016,0.20016,8.34%,
369,978.72K,2021-11-05,0.21789,0.23415,0.20016,0.20016,8.34%,
370,1.06M,2021-11-04,0.20112,0.22733,0.2,0.22702,-11.41%,
371,1.06M,2021-11-04,0.20112,0.22733,0.2,0.22702,-11.41%,
372,2.52M,2021-11-03,0.22702,0.2689,0.224,0.2278,-0.34%,
373,7.69M,2021-11-02,0.2278,0.37073,0.20755,0.22271,2.29%,
374,2.76M,2021-11-01,0.22271,0.25,0.1888,0.1939,14.86%,
375,1.08M,2021-10-31,0.1939,0.21474,0.18227,0.18648,3.98%,
376,1.08M,2021-10-31,0.1939,0.21474,0.18227,0.18648,3.98%,
377,1.41M,2021-10-30,0.18648,0.22007,0.18568,0.19833,-5.97%,
378,1.41M,2021-10-30,0.18648,0.22007,0.18568,0.19833,-5.97%,
379,2.58M,2021-10-29,0.19833,0.27,0.18192,0.19854,-0.11%,
380,2.58M,2021-10-29,0.19833,0.27,0.18192,0.19854,-0.11%,
381,1.46M,2021-10-28,0.19854,0.2087,0.17891,0.17891,10.97%,
382,1.46M,2021-10-28,0.19854,0.2087,0.17891,0.17891,10.97%,
383,1.41M,2021-10-27,0.17891,0.2305,0.175,0.227,-21.19%,
384,1.41M,2021-10-27,0.17891,0.2305,0.175,0.227,-21.19%,
385,2.16M,2021-10-26,0.227,0.25984,0.224,0.25414,-10.68%,
386,2.16M,2021-10-26,0.227,0.25984,0.224,0.25414,-10.68%,
387,3.01M,2021-10-25,0.25414,0.31673,0.2501,0.27168,-6.46%,
388,3.01M,2021-10-25,0.25414,0.31673,0.2501,0.27168,-6.46%,
389,3.06M,2021-10-24,0.27168,0.3238,0.25099,0.30898,-12.07%,
390,3.06M,2021-10-24,0.27168,0.3238,0.25099,0.30898,-12.07%,
391,9.69M,2021-10-23,0.30898,0.4502,0.27513,0.3045,1.47%,
392,10.84M,2021-10-22,0.3045,0.51,0.26167,0.4792,-36.46%,
393,29.55M,2021-10-21,0.4792,0.6789700000000001,0.15807,0.16359,192.93%,
394,2.00M,2021-10-20,0.16359,0.18389,0.14611,0.1516,7.58%,
395,1.81M,2021-10-19,0.15206,0.15749,0.14193,0.14766,2.98%,
396,1.01M,2021-10-18,0.14766,0.14998,0.13685,0.14044,5.14%,
397,150.50K,2021-10-17,0.14044,0.15499,0.13368,0.13967,0.55%,
398,53.19K,2021-10-16,0.13967,0.14251,0.13235,0.13975,-0.06%,
399,79.39K,2021-10-15,0.13975,0.14915,0.13641,0.14098,-0.87%,
400,389.96K,2021-10-14,0.14098,0.14107,0.13878,0.14006,0.66%,
401,1.96M,2021-10-13,0.14006,0.14098,0.13576,0.13578,3.15%,
402,2.12M,2021-10-12,0.13578,0.14098,0.13562,0.1384,-1.89%,
403,2.12M,2021-10-12,0.13578,0.14098,0.13562,0.1384,-1.89%,
404,1.72M,2021-10-11,0.1384,0.14679,0.13699,0.14611,-5.28%,
405,1.91M,2021-10-10,0.14611,0.15843,0.14302,0.14881,-1.81%,
406,2.09M,2021-10-09,0.14881,0.175,0.13518,0.14736,0.98%,
407,2.10M,2021-10-08,0.14736,0.14736,0.13,0.13203,11.61%,
408,2.17M,2021-10-07,0.13203,0.13732,0.13131,0.13527,-2.40%,
409,2.17M,2021-10-07,0.13203,0.13732,0.13131,0.13527,-2.40%,
410,2.07M,2021-10-06,0.13527,0.14128,0.13373,0.14028,-3.57%,
411,2.07M,2021-10-06,0.13527,0.14128,0.13373,0.14028,-3.57%,
412,1.79M,2021-10-05,0.14028,0.14389,0.13321,0.13918,0.79%,
413,1.79M,2021-10-05,0.14028,0.14389,0.13321,0.13918,0.79%,
414,2.00M,2021-10-04,0.13918,0.14607,0.13703,0.13952,-0.24%,
415,2.00M,2021-10-04,0.13918,0.14607,0.13703,0.13952,-0.24%,
416,2.03M,2021-10-03,0.13952,0.14289,0.13698,0.1407,-0.84%,
417,1.91M,2021-09-28,0.13806,0.14217,0.13703,0.14029,-1.59%,
418,1.91M,2021-09-28,0.13806,0.14217,0.13703,0.14029,-1.59%,
419,1.86M,2021-09-27,0.14029,0.144,0.13931,0.14212,-1.29%,
420,1.86M,2021-09-27,0.14029,0.144,0.13931,0.14212,-1.29%,
421,1.44M,2021-09-26,0.14212,0.14748,0.141,0.14204,0.06%,
422,1.65M,2021-09-25,0.14204,0.15146,0.142,0.15088,-5.86%,
423,1.83M,2021-09-24,0.15088,0.15256,0.142,0.14751,2.28%,
424,1.75M,2021-09-23,0.14751,0.15834,0.14595,0.14851,-0.67%,
425,2.22M,2021-09-22,0.14851,0.1508,0.14084,0.14465,2.67%,
426,1.97M,2021-09-21,0.14465,0.15971,0.1409,0.14137,2.32%,
427,1.88M,2021-09-20,0.14137,0.16378,0.14,0.1603,-11.81%,
428,1.79M,2021-09-19,0.1603,0.16795,0.16,0.16517,-3.10%,
429,1.62M,2021-09-18,0.16543,0.16998,0.16092,0.16202,2.10%,
430,2.25M,2021-09-17,0.16202,0.1649,0.159,0.16228,-0.16%,
431,3.48M,2021-09-16,0.16228,0.16648,0.15905,0.16161,0.41%,
432,3.17M,2021-09-15,0.16161,0.17055,0.16053,0.16616,-2.74%,
433,4.35M,2021-09-14,0.16616,0.18089,0.15833,0.18032,-7.85%,
434,4.59M,2021-09-13,0.18032,0.2222,0.15417,0.15845,13.80%,
435,3.64M,2021-09-12,0.15845,0.175,0.15562,0.15642,1.32%,
436,3.21M,2021-09-11,0.15638,0.2,0.15154,0.15222,2.73%,
437,2.04M,2021-09-10,0.15222,0.17509,0.1518,0.16814,-9.46%,
438,2.04M,2021-09-10,0.15222,0.17509,0.1518,0.16814,-9.46%,
439,2.65M,2021-09-09,0.16813,0.17481,0.16377,0.16933,-0.71%,
440,2.65M,2021-09-09,0.16813,0.17481,0.16377,0.16933,-0.71%,
441,3.33M,2021-09-08,0.16933,0.17631,0.16185,0.1715,-1.18%,
442,3.33M,2021-09-08,0.16933,0.17631,0.16185,0.1715,-1.18%,
443,3.54M,2021-09-07,0.17135,0.198,0.16565,0.17633,-2.82%,
444,3.54M,2021-09-07,0.17135,0.198,0.16565,0.17633,-2.82%,
445,2.99M,2021-09-06,0.17633,0.21,0.1633,0.16954,4.00%,
446,2.99M,2021-09-06,0.17633,0.21,0.1633,0.16954,4.00%,
447,2.85M,2021-09-05,0.16954,0.177,0.16838,0.17018,-0.38%,
448,2.85M,2021-09-05,0.16954,0.177,0.16838,0.17018,-0.38%,
449,3.35M,2021-09-04,0.17018,0.17709,0.16804,0.17329,-1.79%,
450,3.35M,2021-09-04,0.17018,0.17709,0.16804,0.17329,-1.79%,
451,3.40M,2021-09-03,0.17329,0.18031,0.16816,0.17723,-1.97%,
452,3.40M,2021-09-03,0.17329,0.18031,0.16816,0.17723,-1.97%,
453,2.70M,2021-09-02,0.17677,0.17989,0.16316,0.16946,4.31%,
454,2.70M,2021-09-02,0.17677,0.17989,0.16316,0.16946,4.31%,
455,3.48M,2021-09-01,0.16946,0.17276,0.16501,0.17269,-1.87%,
456,3.21M,2021-08-31,0.17269,0.17998,0.16905,0.17048,1.30%,
457,3.31M,2021-08-30,0.17048,0.17999,0.16643,0.17108,-0.35%,
458,3.53M,2021-08-29,0.17108,0.18436,0.16722,0.17943,-4.88%,
459,3.01M,2021-08-28,0.17986,0.18499,0.17388,0.17982,0.02%,
460,1.60M,2021-08-27,0.17982,0.18497,0.17315,0.17387,3.42%,
461,2.65M,2021-08-26,0.17387,0.19331,0.17002,0.19185,-9.37%,
462,3.56M,2021-08-25,0.19185,0.22999,0.1749,0.1749,9.69%,
463,2.29M,2021-08-24,0.1749,0.19028,0.16589,0.18854,-7.59%,
464,3.70M,2021-08-23,0.18927,0.222,0.178,0.1929,-1.88%,
465,4.63M,2021-08-22,0.1929,0.197,0.17789,0.18753,2.86%,
466,5.91M,2021-08-21,0.18753,0.188,0.16,0.16382,14.47%,
467,1.59M,2021-08-20,0.16382,0.16979,0.16001,0.16292,0.55%,
468,296.11K,2021-08-19,0.16292,0.18764,0.15432,0.18578,-12.30%,
469,84.72K,2021-08-18,0.18578,0.19895,0.18108,0.1869,-0.60%,
470,86.25K,2021-08-17,0.1869,0.209,0.18337,0.20419,-8.47%,
471,192.64K,2021-08-16,0.20419,0.21855,0.1993,0.20715,-1.43%,
472,841.75K,2021-08-15,0.20715,0.24,0.17264,0.17264,19.99%,
473,265.02K,2021-08-14,0.17264,0.18423,0.16501,0.17774,-2.87%,
474,166.51K,2021-08-13,0.17774,0.18794,0.15996,0.15996,11.12%,
475,143.13K,2021-08-12,0.15996,0.18005,0.15966,0.17502,-8.60%,
476,281.58K,2021-08-11,0.17502,0.193,0.16039,0.17018,2.84%,
477,123.94K,2021-08-10,0.17018,0.17199,0.15803,0.15999,6.37%,
478,123.94K,2021-08-10,0.17018,0.17199,0.15803,0.15999,6.37%,
479,286.54K,2021-08-09,0.15999,0.17053,0.15,0.16709,-4.25%,
480,302.39K,2021-08-08,0.16709,0.194,0.15101,0.15368,8.73%,
481,1.13M,2021-08-07,0.15368,0.17055,0.15,0.16641,-7.65%,
482,101.03K,2021-08-06,0.16641,0.16998,0.15,0.15141,9.91%,
483,101.03K,2021-08-06,0.16641,0.16998,0.15,0.15141,9.91%,
484,107.26K,2021-08-05,0.15141,0.15841,0.1488,0.1554,-2.57%,
485,155.75K,2021-08-04,0.1554,0.17356,0.15112,0.16306,-4.70%,
486,155.75K,2021-08-04,0.1554,0.17356,0.15112,0.16306,-4.70%,
487,96.21K,2021-08-03,0.16306,0.17655,0.15902,0.17356,-6.05%,
488,96.21K,2021-08-03,0.16306,0.17655,0.15902,0.17356,-6.05%,
489,77.11K,2021-08-02,0.17356,0.18877,0.1699,0.17522,-0.95%,
490,77.11K,2021-08-02,0.17356,0.18877,0.1699,0.17522,-0.95%,
491,944.33K,2021-08-01,0.17522,0.19706,0.16365,0.16827,4.13%,
492,698.15K,2021-07-31,0.16827,0.179,0.16435,0.1716,-1.94%,
493,66.59K,2021-07-30,0.1716,0.17706,0.16068,0.17107,0.31%,
494,74.18K,2021-07-29,0.17107,0.17875,0.16632,0.17464,-2.04%,
495,74.18K,2021-07-29,0.17107,0.17875,0.16632,0.17464,-2.04%,
496,943.51K,2021-07-28,0.17464,0.17994,0.16661,0.16831,3.93%,
497,943.51K,2021-07-28,0.17464,0.17994,0.16661,0.16831,3.93%,
498,1.28M,2021-07-27,0.16804,0.17943,0.16384,0.17109,-1.78%,
499,294.69K,2021-07-26,0.17109,0.20296,0.1667,0.1667,1.99%,
500,93.41K,2021-07-25,0.16775,0.18407,0.16411,0.18206,-4.64%,
501,44.66K,2021-07-24,0.17592,0.1795,0.16746,0.16978,3.62%,
502,148.63K,2021-07-23,0.16978,0.19997,0.16113,0.1627,4.35%,
503,66.77K,2021-07-22,0.1627,0.17278,0.15598,0.15649,3.97%,
504,66.77K,2021-07-22,0.1627,0.17278,0.15598,0.15649,3.97%,
505,166.69K,2021-07-21,0.15649,0.16636,0.13528,0.14574,7.38%,
506,166.69K,2021-07-21,0.15649,0.16636,0.13528,0.14574,7.38%,
507,117.31K,2021-07-20,0.14574,0.16161,0.139,0.14034,3.85%,
508,117.31K,2021-07-20,0.14574,0.16161,0.139,0.14034,3.85%,
509,36.22K,2021-07-19,0.14034,0.15148,0.14031,0.14514,-3.31%,
510,75.38K,2021-07-18,0.14514,0.16799,0.14147,0.16021,-9.21%,
511,79.66K,2021-07-17,0.15987,0.16789,0.14951,0.15313,4.40%,
512,106.20K,2021-07-16,0.15313,0.16624,0.15116,0.15612,-1.90%,
513,162.07K,2021-07-15,0.1561,0.16799,0.15117,0.15405,1.33%,
514,186.41K,2021-07-14,0.15405,0.17,0.14323,0.15674,-2.20%,
515,113.19K,2021-07-13,0.15751,0.16499,0.14,0.14742,6.84%,
516,100.03K,2021-07-12,0.14742,0.15631,0.14021,0.15498,-4.88%,
517,198.19K,2021-07-11,0.15498,0.16676,0.14886,0.15937,-2.75%,
518,207.45K,2021-07-10,0.15937,0.16728,0.1489,0.16676,-4.73%,
519,138.91K,2021-07-09,0.16729,0.17594,0.16207,0.16663,0.35%,
520,117.74K,2021-07-08,0.16671,0.16967,0.16,0.16284,2.38%,
521,270.65K,2021-07-07,0.16284,0.17494,0.16105,0.17494,-13.08%,
522,198.06K,2021-07-06,0.18735,0.19344,0.17594,0.17914,4.58%,
523,83.20K,2021-07-05,0.17914,0.18025,0.17021,0.17021,5.25%,
524,233.04K,2021-07-04,0.17021,0.17337,0.16927,0.16927,0.29%,
525,137.09K,2021-07-03,0.16971,0.16971,0.16566,0.16667,1.82%,
526,137.09K,2021-07-03,0.16971,0.16971,0.16566,0.16667,1.82%,
527,258.18K,2021-07-02,0.16667,0.16864,0.15807,0.16864,-1.17%,
528,258.18K,2021-07-02,0.16667,0.16864,0.15807,0.16864,-1.17%,
529,94.49K,2021-07-01,0.16864,0.17736,0.16519,0.17736,-4.92%,
530,94.49K,2021-07-01,0.16864,0.17736,0.16519,0.17736,-4.92%,
531,94.77K,2021-06-30,0.17736,0.18082,0.17028,0.18082,-1.81%,
532,131.62K,2021-06-29,0.18063,0.19196,0.17806,0.19196,-5.90%,
533,129.11K,2021-06-28,0.19196,0.19758,0.18829,0.19758,-1.98%,
534,129.11K,2021-06-28,0.19196,0.19758,0.18829,0.19758,-1.98%,
535,128.43K,2021-06-27,0.19583,0.21085,0.18601,0.18601,5.28%,
536,128.43K,2021-06-27,0.19583,0.21085,0.18601,0.18601,5.28%,
537,84.67K,2021-06-26,0.18601,0.18645,0.18052,0.18052,3.04%,
538,244.72K,2021-06-25,0.18052,0.1951,0.1761,0.1951,-7.47%,
539,640.65K,2021-06-24,0.1951,0.1951,0.17165,0.18305,6.58%,
540,278.92K,2021-06-23,0.18305,0.19817,0.18305,0.19287,-5.09%,
541,414.86K,2021-06-22,0.19287,0.21999,0.19287,0.21999,-12.33%,
542,240.78K,2021-06-21,0.21999,0.23654,0.21194,0.23654,-7.00%,
543,287.72K,2021-06-20,0.23654,0.25276,0.22544,0.25276,-6.42%,
544,287.72K,2021-06-20,0.23654,0.25276,0.22544,0.25276,-6.42%,
545,176.05K,2021-06-19,0.25276,0.25542,0.2519,0.25542,-1.04%,
546,487.91K,2021-06-18,0.25542,0.25542,0.24165,0.24732,3.28%,
547,277.04K,2021-06-17,0.24732,0.26026,0.24732,0.25768,-4.02%,
548,370.17K,2021-06-16,0.25768,0.26655,0.25768,0.26383,-2.33%,
549,370.17K,2021-06-16,0.25768,0.26655,0.25768,0.26383,-2.33%,
550,303.10K,2021-06-15,0.26383,0.28927,0.26383,0.27559,-4.27%,
551,303.10K,2021-06-15,0.26383,0.28927,0.26383,0.27559,-4.27%,
552,332.47K,2021-06-14,0.27559,0.27717,0.2753,0.27603,-0.24%,
553,236.70K,2021-06-13,0.27624,0.2842,0.27624,0.2816,-1.90%,
554,241.06K,2021-06-12,0.2816,0.29591,0.27531,0.29591,-4.84%,
555,299.57K,2021-06-11,0.29591,0.3,0.273,0.29118,1.62%,
556,691.31K,2021-06-10,0.29118,0.29706,0.28258,0.29706,-1.98%,
557,360.53K,2021-06-09,0.29706,0.29706,0.26763,0.29367,1.15%,
558,408.19K,2021-06-08,0.29367,0.29367,0.26453,0.27143,8.19%,
559,482.77K,2021-06-07,0.27143,0.341,0.27143,0.341,-20.40%,
560,1.17M,2021-06-06,0.341,0.38815,0.2835,0.2835,20.28%,
561,177.88K,2021-06-05,0.2835,0.28999,0.27721,0.27721,2.27%,
562,292.19K,2021-06-04,0.27721,0.31408,0.27721,0.31408,-11.74%,
563,352.27K,2021-06-03,0.31408,0.32151,0.30025,0.30025,4.61%,
564,813.59K,2021-06-02,0.30025,0.34186,0.30025,0.34186,-12.17%,
565,378.36K,2021-06-01,0.34186,0.38998,0.34185,0.38938,-12.21%,
566,378.36K,2021-06-01,0.34186,0.38998,0.34185,0.38938,-12.21%,
567,619.28K,2021-05-31,0.38942,0.46356,0.38942,0.46356,-15.35%,
568,619.28K,2021-05-31,0.38942,0.46356,0.38942,0.46356,-15.35%,
569,2.39M,2021-05-30,0.46003,0.489,0.393,0.489,-5.92%,
570,2.39M,2021-05-30,0.46003,0.489,0.393,0.489,-5.92%,
571,4.08M,2021-05-29,0.489,0.58,0.27088,0.27088,80.52%,
572,139.03K,2021-05-28,0.27088,0.3397,0.24115,0.3397,-19.30%,
573,370.03K,2021-05-27,0.33565,0.35023,0.33565,0.34516,-2.74%,
574,232.22K,2021-05-26,0.34512,0.35601,0.33598,0.35601,-3.06%,
575,232.22K,2021-05-26,0.34512,0.35601,0.33598,0.35601,-3.06%,
576,573.42K,2021-05-25,0.35601,0.39944,0.3547,0.38672,-7.94%,
577,77.00K,2021-05-24,0.38672,0.38672,0.33823,0.34895,10.82%,
578,220.08K,2021-05-23,0.34895,0.47164,0.34895,0.47164,-26.01%,
579,590.07K,2021-05-22,0.47164,0.47984,0.47164,0.47984,-1.15%,
580,36.53K,2021-05-21,0.47711,0.54817,0.47711,0.53724,-11.19%,
581,46.48K,2021-05-20,0.53724,0.5468000000000001,0.50321,0.5468000000000001,-2.33%,
582,107.21K,2021-05-19,0.55005,0.8109400000000001,0.5402800000000001,0.8109400000000001,-32.17%,
583,17.34K,2021-05-18,0.8109400000000001,0.8401700000000001,0.8093400000000001,0.83301,-2.65%,
