,open,high,low,subjectivity,polarity,compound,negative,neutral,positive
540,228.07090985714285,228.7835942653061,227.6693007959184,1.0,-0.25,0.9803,0.0,0.873,0.127
541,228.48405938775508,228.99177308163263,227.71636653061225,0.0,0.0,0.0,0.0,1.0,0.0
542,226.78120314285712,227.13835342857143,226.23885655102043,0.0,0.0,0.0,0.0,1.0,0.0
543,226.6432343469388,227.16641097959183,226.34006767346935,0.0,0.0,0.0,0.0,1.0,0.0
544,226.48686114285715,226.89483102040816,225.9247856122449,1.0,-0.25,0.9845,0.0,0.778,0.222
545,233.98091863265304,235.10842257142855,233.5648882857143,1.0,0.375,0.9861,0.0,0.782,0.218
546,238.39576724489797,239.00146640816325,237.5244624081633,0.0,0.0,0.9776,0.0,0.901,0.099
547,243.1681627142857,244.187732,242.53323216326527,1.0,-0.25,0.9755,0.0,0.91,0.09
548,243.8903732857143,244.4298300408163,242.94895206122447,1.0,-0.25,0.9001,0.0,0.94,0.06
549,239.4420002244898,239.95885283673468,238.7510312244898,0.0,0.0,0.7184,0.0,0.948,0.052
550,239.65275071428573,239.99117308163267,239.16431097959185,0.0,0.0,0.9325,0.0,0.932,0.068
551,239.57978859183677,240.14777840816328,239.10102485714285,1.0,-0.25,0.4588,0.0,0.976,0.024
552,242.22595653061225,242.7398064489796,241.5808648163265,0.0,0.0,0.3612,0.045,0.902,0.053
553,239.26884991836727,239.6118917346939,238.78359542857143,1.0,-0.25,0.9821,0.013,0.881,0.106
554,234.48144718367345,234.92686236734696,233.75288102040815,0.0,0.0,0.9849,0.0,0.868,0.132
555,234.29032004081637,234.74048930612247,234.07663040816328,1.0,-0.25,0.8668,0.0,0.951,0.049
556,234.93118975510205,235.3616467346939,234.59468855102045,1.0,-0.25,0.9717,0.0,0.924,0.076
557,237.93316067346936,238.2635968979592,237.44678869387755,1.0,-0.25,0.9001,0.0,0.948,0.052
558,241.4431123469388,242.23196457142856,241.03450957142852,0.0,0.0,0.0,0.0,1.0,0.0
559,267.32874777551024,268.67884624489795,266.3687161020408,0.0,0.0,0.0,0.0,1.0,0.0
560,275.8025038163265,277.1369967551021,274.483873,0.0,0.0,0.4588,0.0,0.941,0.059
561,287.8509462653061,290.02369381632656,286.83257891836735,0.0,0.0,0.9719,0.0,0.904,0.096
562,322.02812097959185,324.653698,319.8940393469388,1.0,-0.25,0.0,0.0,1.0,0.0
563,317.71060697959183,319.3044076530612,315.586762122449,1.0,-0.25,0.9882,0.0,0.848,0.152
564,322.0111222244898,323.79471826530613,320.88247140816327,1.0,-0.25,0.9001,0.0,0.875,0.125
565,339.7647699591837,341.448803244898,338.2359375918367,0.0,0.0,0.4588,0.0,0.95,0.05
566,360.8660941836735,363.9836318571429,359.20831495918367,0.0,0.0,0.0,0.0,1.0,0.0
567,390.805029877551,392.9408290408163,388.637043,1.0,-0.25,0.9141,0.0,0.881,0.119
568,393.9826696938776,396.0219174489796,392.3346627551021,1.0,-0.25,0.9742,0.0,0.881,0.119
569,396.6478339183673,397.5801771020408,395.0442895714286,1.0,-0.25,0.9959,0.0,0.796,0.204
570,385.3706443877551,387.1362727755102,383.9881577755102,1.0,-0.25,0.4588,0.0,0.976,0.024
571,391.80480075510206,393.00667532653057,389.8698105918367,1.0,-0.25,0.9719,0.0,0.903,0.097
572,394.46839804081634,395.8835907346938,393.0622755918368,1.0,-0.25,0.4588,0.0,0.966,0.034
573,387.8884635510205,389.075488,385.1369515510204,1.0,-0.25,0.9776,0.0,0.903,0.097
574,380.8327308571429,382.6216799387755,379.2370125510204,1.0,-0.25,0.5962,0.0,0.965,0.035
575,429.1685158571429,431.3283216122449,427.20889502040814,1.0,-0.25,0.9784,0.0,0.905,0.095
576,435.7649589387755,437.2864205714286,433.83642046938775,1.0,-0.25,0.7739,0.0,0.941,0.059
577,427.72593032653066,429.4160375306122,425.5335967959184,0.0,0.0,0.4588,0.0,0.985,0.015
578,430.7182398979592,432.8815303061224,428.41851587755104,1.0,-0.25,0.976,0.0,0.886,0.114
579,427.4918289183673,428.92469983673465,425.4525327142857,1.0,-0.25,0.9359,0.0,0.886,0.114
580,411.08610022448977,412.84560073469385,409.64114475510206,1.0,-0.25,0.9763,0.0,0.901,0.099
581,406.3411994489796,407.84342795918366,403.36328840816327,1.0,-0.25,0.9517,0.0,0.838,0.162
582,390.7369966530612,391.7828656530612,389.3040774489796,0.0,0.0,0.9325,0.0,0.911,0.089
583,400.1856935918368,402.0254812244898,399.039481755102,0.0,0.0,0.8159,0.0,0.963,0.037
584,391.5204425714286,393.0285290612245,388.4703138163265,0.0,0.0,0.9325,0.0,0.8,0.2
585,384.8758662857143,386.58088285714285,383.5372620612245,0.0,0.0,0.0,0.0,1.0,0.0
586,383.3467318979592,385.0893710612245,381.4809486938776,1.0,-0.25,0.7184,0.0,0.953,0.047
587,390.5234607755102,392.1791352857143,389.4355884489796,1.0,0.0,0.9911,0.0,0.829,0.171
588,399.3262773877551,400.6974768163265,398.1685186734694,1.0,-0.25,0.9001,0.0,0.918,0.082
589,411.36687140816326,413.7147749183673,410.3826197551021,1.0,-0.25,0.9835,0.0,0.792,0.208
590,429.5214082244898,431.31306802040814,427.7295953469388,1.0,-0.25,0.9474,0.0,0.907,0.093
591,463.3349887959184,467.3328955918367,461.0069223061224,1.0,-0.25,0.9907,0.0,0.86,0.14
592,453.8644464081633,456.2634896734694,448.6789800408163,1.0,-0.25,0.7184,0.0,0.953,0.047
593,420.89551,423.8500504285715,414.9344836734694,0.0,0.0,0.0,0.0,1.0,0.0
594,361.153640632653,364.7775973877551,354.4331500612245,0.0,0.0,0.0,0.0,1.0,0.0
595,342.8109094693877,346.9408987346939,339.18983471428567,1.0,-0.25,0.5766,0.0,0.975,0.025
596,345.64286236734694,348.3257527346939,342.3331502857143,0.0,0.0,0.0,0.0,1.0,0.0
597,342.31147491836737,344.6490380816326,339.3848320816326,1.0,-0.25,0.9648,0.0,0.924,0.076
598,366.3434555306123,369.170889489796,364.37534193877553,0.0,0.0,0.0,0.0,1.0,0.0
599,366.1369081632653,368.0189877959184,364.3369914489796,1.0,-0.25,0.8964,0.022,0.911,0.067
600,373.39235506122446,375.0191520816326,372.0651468163265,1.0,-0.25,0.9626,0.0,0.918,0.082
601,370.364277244898,372.5643918163265,368.3871380204082,0.0,0.0,0.8402,0.0,0.88,0.12
602,364.3539589387755,365.94688624489794,362.79087222448976,0.0,0.0,0.9929,0.011,0.864,0.124
603,384.3189284489796,385.56804375510205,382.6741835918367,0.0,0.0,0.0,0.0,1.0,0.0
604,376.496489632653,377.3444488163266,374.6760073469388,1.0,-0.25,0.9719,0.0,0.874,0.126
605,356.8916356326531,358.5352455102041,353.8926320408163,0.0,0.0,0.0,0.0,1.0,0.0
606,342.3380370612245,343.86511897959184,340.8558171836735,1.0,-0.25,0.988,0.0,0.835,0.165
607,336.767957244898,337.92778340816324,334.56753485714285,1.0,-0.25,0.9889,0.0,0.759,0.241
608,334.4117350204082,336.9830915714286,333.3241858163265,1.0,-0.25,0.9719,0.0,0.915,0.085
609,352.0338957346939,353.2709136122449,350.8564717755102,0.0,0.0,0.9638,0.0,0.917,0.083
610,360.4101211020408,361.6122889591837,359.1603599591837,1.0,-0.25,0.9861,0.0,0.81,0.19
611,355.6163878979592,356.7149665918367,354.6113643061224,0.0,0.0,0.0,0.0,1.0,0.0
612,356.3991533265306,357.21813820408164,355.394651877551,0.0,0.0,0.0,0.0,1.0,0.0
613,360.04386006122445,361.3282531428572,358.5558581836735,1.0,-0.25,0.9681,0.0,0.913,0.087
614,344.8138709591837,346.0335799387755,343.13157475510206,0.0,0.0,0.0,0.0,1.0,0.0
615,347.164053632653,347.9903614081633,346.38625642857147,1.0,-0.25,0.9661,0.0,0.864,0.136
616,348.24780069387754,349.1864437959184,347.56818391836737,0.0,0.0,0.0,0.0,1.0,0.0
617,339.71149153061225,340.6896088979592,338.663787,1.0,-0.25,0.9325,0.0,0.946,0.054
618,343.25805402040817,344.58145891836733,342.3907651224489,1.0,-0.25,0.8402,0.0,0.959,0.041
619,356.57250785714285,357.9644965918367,355.7601192040816,1.0,-0.25,0.9861,0.0,0.779,0.221
620,373.0647442040817,374.38524797959184,372.0488578367347,1.0,-0.25,0.9567,0.0,0.916,0.084
621,372.96955991836734,373.9562611428572,372.1024088367347,0.0,0.0,0.0,0.0,1.0,0.0
622,378.6973211632653,380.3449420816326,377.3992313061224,1.0,-0.25,0.9818,0.0,0.902,0.098
623,382.3529172244898,383.2092994081633,380.65658077551024,0.0,0.0,0.9517,0.0,0.927,0.073
624,379.9279891020408,381.0268606734694,378.6413268979592,1.0,0.0,0.961,0.0,0.911,0.089
625,376.6998414285714,377.770179,375.4964107346939,0.0,0.0,0.9896,0.0,0.825,0.175
626,369.7242551020408,370.7383982653061,368.066069632653,1.0,-0.25,0.9858,0.0,0.872,0.128
627,372.9026028367347,373.78260522448977,372.4263091836734,1.0,-0.25,0.9799,0.0,0.798,0.202
628,377.3504007142857,378.2883195306123,376.5118830816326,1.0,-0.25,0.9671,0.0,0.861,0.139
629,373.5683611428572,374.4155309591837,372.130226,1.0,-0.25,0.9729,0.0,0.826,0.174
630,383.4169268979592,385.8981073061225,382.10036665306126,1.0,-0.25,0.9716,0.0,0.904,0.096
631,405.6865023877551,408.10697271428575,404.0884960408163,1.0,-0.25,0.9751,0.0,0.904,0.096
632,412.4018638979592,413.68550877551024,410.79269451020406,0.0,0.0,0.0,0.0,1.0,0.0
633,409.1670947346939,410.0418206122449,407.8528703469388,1.0,-0.25,0.9567,0.0,0.847,0.153
634,399.1913915102041,400.8820991428572,397.97302977551016,1.0,-0.25,0.9538,0.0,0.844,0.156
635,394.2099408367348,395.4160153469388,391.8864557551021,1.0,-0.25,0.4588,0.0,0.966,0.034
636,388.6816543265306,389.9834222857143,387.29834197959184,0.0,0.0,0.9638,0.0,0.916,0.084
637,382.1463317346939,383.6321371836734,380.4941307551021,0.0,0.0,0.9638,0.0,0.781,0.219
638,386.577755877551,387.92306391836735,385.4807195510204,0.0,0.0,0.0,0.0,1.0,0.0
639,388.7765373877551,390.1115534489796,387.8541944285714,0.0,0.0,0.9776,0.0,0.893,0.107
640,390.4472650612245,391.6459337346939,388.51484977551024,1.0,-0.25,0.9783,0.0,0.803,0.197
641,380.6084905306122,381.9490894081632,379.1720968163266,0.0,0.0,0.9391,0.0,0.918,0.082
642,406.8147539591837,409.0809375510205,404.8988942653061,0.0,0.0,0.4588,0.0,0.952,0.048
643,437.271157367347,441.1430739387756,434.9849448979592,0.0,0.0,0.9406,0.0,0.94,0.06
644,453.1508686734694,455.4517444081633,449.1513542857143,0.0,0.0,0.0,0.0,1.0,0.0
645,444.8450777755102,447.4349072857143,443.14395465306126,0.0,0.0,0.0,0.0,1.0,0.0
646,448.7831460816327,450.64529814285714,446.1533444693877,0.0,0.0,0.0,0.0,1.0,0.0
647,447.7650282040816,449.7064971836735,445.9597985306122,1.0,-0.25,0.9861,0.0,0.881,0.119
648,462.8581562653061,465.2365072857143,461.0613251632653,1.0,-0.25,0.9001,0.0,0.951,0.049
649,466.6107243469388,468.5907603061224,465.13833159183673,1.0,-0.25,0.9838,0.0,0.885,0.115
650,463.8542129387756,464.9790089387755,461.5799200816327,1.0,-0.25,0.9835,0.0,0.78,0.22
651,455.39714085714286,456.4831444897959,453.45335373469385,1.0,-0.25,0.9585,0.0,0.907,0.093
652,455.4528365306122,457.2759392653061,454.19758402040816,1.0,-0.25,0.8668,0.0,0.959,0.041
653,470.2813601428572,472.4504532244898,468.6958492040816,0.0,0.0,0.5766,0.0,0.985,0.015
654,478.1329965714286,480.5465287346939,474.9767543469388,0.0,0.0,0.0,0.0,1.0,0.0
655,474.51287791836734,475.7937088775511,472.5402908979592,0.0,0.0,0.8402,0.0,0.958,0.042
656,496.9757442857143,500.3371500408163,494.9767646938776,1.0,-0.25,0.9921,0.0,0.83,0.17
657,585.9661124285715,591.321583877551,582.1629644693878,1.0,-0.25,0.9517,0.0,0.864,0.136
658,607.8606686938775,611.3859877755102,603.4033702857143,0.0,0.0,0.0,0.0,1.0,0.0
659,592.0086130408164,594.4137587142857,587.1549262653061,0.0,0.0,0.9776,0.0,0.852,0.148
660,524.5940275714286,527.6103032857143,522.4723544081633,1.0,-0.25,0.9474,0.0,0.942,0.058
661,549.2707058571428,552.6100493265305,547.1126030408163,1.0,-0.25,0.7184,0.0,0.954,0.046
662,602.8695982244898,607.6583792448979,595.681101367347,1.0,0.6875,0.989,0.0,0.768,0.232
663,592.3259509591836,595.7682134897959,589.2810413877551,1.0,-0.25,0.4588,0.0,0.966,0.034
664,605.3901883469388,608.153320367347,602.7801301020407,1.0,-0.25,0.9729,0.0,0.89,0.11
665,586.3421970612245,589.1801114081633,584.6274822040816,1.0,-0.25,0.977,0.0,0.816,0.184
666,595.7183401020408,597.869631244898,593.5051376122449,0.0,0.0,0.0,0.0,1.0,0.0
667,594.065043244898,595.4032226122449,591.8424214285715,1.0,-0.25,0.9783,0.0,0.812,0.188
668,579.4381799591837,581.156563,575.9956987346939,1.0,-0.25,0.9517,0.0,0.937,0.063
669,559.1537328163265,562.5877222653062,556.1297635306122,0.0,0.0,0.9325,0.0,0.901,0.099
670,562.5315107755102,564.743472632653,559.698654244898,1.0,-0.25,0.9819,0.0,0.874,0.126
671,546.4850856938776,548.7389124285714,543.3237070612245,1.0,-0.25,0.9897,0.0,0.853,0.147
672,558.1928275918368,560.8426411632653,556.8241960204082,1.0,-0.25,0.9435,0.0,0.866,0.134
673,580.4706094489795,583.1388010204082,578.773183244898,0.0,0.0,0.7184,0.0,0.85,0.15
674,584.9739279795918,586.4376118571429,582.8087430204082,1.0,-0.25,0.9001,0.0,0.914,0.086
675,587.1992202040816,588.8766886122448,585.5209955918367,1.0,-0.25,0.0,0.0,1.0,0.0
676,602.1924216734693,605.9110269387755,600.2456964081632,1.0,-0.25,0.968,0.0,0.918,0.082
677,650.7125341836735,655.8545761020408,645.2405997959183,1.0,-0.25,0.5766,0.0,0.966,0.034
678,655.5690654489796,658.4375426938775,653.1803308367347,0.0,0.0,0.9719,0.0,0.887,0.113
679,649.1190828367347,651.3119123673468,645.290703367347,1.0,-0.25,0.9891,0.0,0.86,0.14
680,614.0073577959183,617.8401346734694,611.0343265714286,1.0,-0.25,0.7184,0.0,0.929,0.071
681,612.798052755102,615.800465367347,606.0066175102041,0.0,0.0,0.9538,0.0,0.894,0.106
682,617.5292460638298,620.7323702340425,614.6866901702127,0.0,0.0,0.0,0.0,1.0,0.0
683,631.5458785102041,634.9834986938776,628.4688183673469,1.0,-0.25,0.9671,0.0,0.92,0.08
684,724.2995063469388,730.4913825918368,719.2611390000001,1.0,-0.25,0.5093,0.0,0.984,0.016
685,720.5411980408163,724.6192424693877,714.7359064081634,0.0,0.0,0.8402,0.0,0.962,0.038
686,735.8831191632653,739.9725147551021,732.0648753469388,1.0,-0.25,0.0,0.0,1.0,0.0
687,741.0150336326531,743.8520293469387,736.5924877959184,0.0,0.0,0.0,0.0,1.0,0.0
688,735.7658851836735,738.304119244898,732.4588211428571,1.0,-0.25,0.4588,0.0,0.959,0.041
689,748.1104622244898,754.0224175918368,743.992846877551,1.0,-0.25,0.961,0.0,0.922,0.078
690,854.3161600204082,870.5345918775511,846.339829510204,0.0,0.0,0.7184,0.0,0.912,0.088
691,1011.5952824081631,1031.6508001836737,990.1697012040815,0.0,0.0,0.9325,0.0,0.912,0.088
692,1052.6536485510203,1068.879213469388,1038.5094138571428,1.0,-0.25,0.9874,0.008,0.858,0.133
693,1132.839489897959,1147.7865018163266,1120.9586407755105,0.0,0.0,0.0,0.0,1.0,0.0
694,1217.8048646734694,1229.032440612245,1203.2437370408163,1.0,-0.25,0.9748,0.0,0.892,0.108
695,1201.0764876734695,1214.9409696938776,1179.9508478163266,1.0,-0.25,0.9729,0.0,0.822,0.178
696,1222.215315897959,1232.9675882857143,1212.067150734694,0.0,0.0,0.7184,0.0,0.968,0.032
697,1299.4649202857142,1313.2137989183673,1283.4743995102042,1.0,-0.25,0.9638,0.0,0.921,0.079
698,1079.271488265306,1097.1255698979592,1043.8100532040817,1.0,-0.25,0.9295,0.0,0.926,0.074
699,1085.5117700612243,1099.431229265306,1070.356003265306,0.0,0.0,0.0,0.0,1.0,0.0
700,1065.211652387755,1078.587112265306,1055.695491265306,1.0,-0.25,0.7184,0.0,0.934,0.066
701,1166.7473714489795,1179.8839405306123,1157.9096079795918,1.0,-0.25,0.9729,0.0,0.829,0.171
702,1198.5197387142855,1208.651548142857,1180.7953279387757,1.0,-0.25,0.9924,0.0,0.837,0.163
703,1213.7447574489795,1226.550685489796,1203.034158755102,1.0,-0.25,0.4588,0.0,0.976,0.024
704,1224.9051707959184,1234.488666387755,1213.5013989795918,0.0,0.0,0.9818,0.0,0.878,0.122
705,1225.9037394285715,1233.7279606734694,1218.2632864285715,0.0,0.0,0.9325,0.0,0.94,0.06
706,1365.174583061225,1382.1853071224489,1354.3516928367346,0.0,0.0,0.9346,0.0,0.827,0.173
707,1335.9442533265303,1347.8964110408162,1317.6442842244896,1.0,-0.25,0.9793,0.0,0.887,0.113
708,1256.0533560816327,1268.2894785306123,1233.0848203265307,0.0,0.0,0.8402,0.0,0.953,0.047
709,1191.099980367347,1207.0740331020409,1177.9115624081633,1.0,-0.25,0.7184,0.0,0.933,0.067
710,1240.9515906938775,1249.4349208775511,1231.3741492040815,1.0,-0.25,0.9944,0.007,0.823,0.17
711,1314.728583081633,1328.3830883265307,1307.7051846530612,1.0,-0.25,0.9001,0.0,0.938,0.062
712,1404.3134672040817,1416.540100244898,1387.7643673265306,1.0,-0.25,0.9671,0.0,0.904,0.096
713,1323.684932632653,1336.7613282244895,1311.1951088163266,0.0,0.0,0.0,0.0,1.0,0.0
714,1282.946395387755,1293.082940755102,1265.572271,1.0,-0.25,0.9141,0.0,0.872,0.128
715,1306.8301996938776,1319.2895652244897,1297.7102846938776,1.0,-0.25,0.9851,0.0,0.876,0.124
716,1360.6172814693878,1374.6441061428573,1346.0191859591837,0.0,0.0,0.0,0.0,1.0,0.0
717,1360.4165700816327,1368.0383628571428,1351.5581439387754,1.0,-0.25,0.9567,0.0,0.876,0.124
718,1338.7323185306122,1343.8127758367348,1329.209011979592,1.0,-0.25,0.4588,0.0,0.966,0.034
719,1322.3031678571429,1331.268282142857,1315.832607918367,0.0,0.0,0.8494,0.0,0.903,0.097
720,1436.815002591837,1452.8816523877551,1428.202678367347,1.0,-0.25,0.9538,0.0,0.896,0.104
721,1569.5832582244896,1583.160602979592,1560.5800051836734,1.0,-0.25,0.5766,0.0,0.945,0.055
722,1644.887758489796,1655.490747877551,1627.3217044081634,0.0,0.0,0.4588,0.0,0.985,0.015
723,1671.6835374489797,1687.0632854285716,1662.9004762244897,0.0,0.0,0.7184,0.0,0.945,0.055
724,1690.5964792857142,1699.3645806734694,1678.1379331836736,0.0,0.0,0.0,0.0,1.0,0.0
725,1609.1154227142856,1618.9007473673469,1593.115107020408,0.0,0.0,0.0,0.0,1.0,0.0
726,1660.7941267755102,1677.4289963265308,1650.556325632653,0.0,0.0,0.9325,0.0,0.922,0.078
727,1751.1407376938778,1762.6423188367346,1739.4618490816326,1.0,-0.25,0.7269,0.016,0.926,0.058
728,1766.5106080612245,1778.050954632653,1751.801884857143,0.0,0.0,0.0,0.0,1.0,0.0
729,1762.8617921914893,1772.7718949574466,1754.534663808511,0.0,0.0,0.0,0.0,1.0,0.0
730,1793.5401864489795,1802.8034068163267,1783.9465090816327,1.0,-0.25,0.9711,0.0,0.911,0.089
731,1822.1019758367347,1830.011296244898,1810.8812665510204,1.0,-0.25,0.4588,0.0,0.98,0.02
732,1822.304537020408,1829.2962051632653,1814.5341670408163,0.0,0.0,0.8402,0.0,0.914,0.086
733,1779.2199338367348,1790.0749095102042,1764.6342166530612,1.0,-0.25,0.9558,0.0,0.888,0.112
734,1783.2533787142856,1791.8424219795918,1772.029223836735,0.0,0.0,0.4588,0.0,0.912,0.088
735,1800.859389755102,1810.7866857755105,1792.857669612245,0.0,0.0,0.0,0.0,1.0,0.0
736,1907.321557122449,1917.770682489796,1899.659720387755,1.0,-0.25,0.9719,0.0,0.908,0.092
737,1933.8489767959184,1941.553408102041,1926.1990703673468,0.0,0.0,0.4588,0.0,0.98,0.02
738,1988.8541419183675,2001.2617652857143,1972.092479469388,1.0,-0.25,0.988,0.0,0.818,0.182
739,1941.4937366530608,1951.7083600816327,1931.4405747755104,1.0,-0.25,0.9783,0.0,0.9,0.1
740,1813.874037979592,1828.3435456122447,1784.899726265306,0.0,0.0,0.0,0.0,1.0,0.0
741,1575.8081440408164,1598.7250828163264,1537.1487947346936,1.0,-0.25,0.9721,0.0,0.917,0.083
742,1630.330539591837,1648.7302809183673,1613.8224269591835,0.0,0.0,0.7184,0.0,0.905,0.095
743,1606.9017126734695,1617.9294718571427,1590.0901828571427,1.0,-0.25,0.4588,0.0,0.976,0.024
744,1480.5663942857143,1496.610182265306,1465.1591683265306,0.0,0.0,0.8402,0.0,0.929,0.071
745,1483.8510090408165,1496.1741300612243,1473.8532038163266,1.0,-0.25,0.9001,0.0,0.949,0.051
746,1380.9769484489796,1393.2514587551022,1363.785146285714,1.0,-0.25,0.9805,0.0,0.898,0.102
747,1491.0106351632653,1505.5115220408163,1483.8876762857144,1.0,-0.25,0.9001,0.0,0.953,0.047
748,1540.1853770816324,1549.6651042244898,1527.0586824285713,1.0,-0.25,0.9406,0.0,0.929,0.071
749,1576.8294116734694,1590.3375631836736,1567.3707298367349,1.0,-0.25,0.9435,0.0,0.922,0.078
750,1560.380689367347,1571.328650142857,1548.0574162040816,1.0,-0.25,0.9618,0.0,0.925,0.075
751,1492.1577907755104,1501.2556770204085,1481.2181909591836,1.0,-0.25,0.7184,0.0,0.967,0.033
752,1576.027887021739,1589.5810123260871,1568.721111152174,1.0,-0.25,0.9217,0.0,0.946,0.054
753,1663.9990297142856,1675.042942734694,1655.7894786326528,1.0,-0.25,0.9325,0.0,0.933,0.067
754,1733.7773315918369,1746.086778346939,1723.4984085102042,1.0,-0.25,0.8402,0.0,0.922,0.078
755,1830.0530218571428,1839.5354862857143,1821.618293,0.0,0.0,0.0,0.0,1.0,0.0
756,1824.9103880408163,1833.0082290408163,1810.897968959184,1.0,-0.25,0.9932,0.0,0.803,0.197
757,1792.0366109387755,1801.9020173061224,1780.491572755102,1.0,-0.25,0.9738,0.0,0.86,0.14
758,1837.2684975918369,1851.3435817959185,1829.042854959184,1.0,-0.25,0.9638,0.0,0.927,0.073
759,1885.743954489796,1892.2332609183677,1873.8944896938776,1.0,-0.25,0.9638,0.0,0.918,0.082
760,1809.5499320408164,1818.7413603061225,1795.9042106734694,1.0,-0.25,0.9867,0.0,0.884,0.116
761,1780.580282,1789.3436771632655,1770.2229229183674,0.0,0.0,0.4588,0.0,0.963,0.037
762,1786.065227591837,1793.731611632653,1777.7279577959184,1.0,-0.25,0.9538,0.0,0.933,0.067
763,1809.360172387755,1816.550124857143,1799.8774706938775,0.0,0.0,0.8402,0.0,0.887,0.113
764,1803.3873209387757,1811.4146131632651,1796.628436510204,1.0,-0.25,0.9671,0.0,0.862,0.138
765,1833.5349531632653,1839.491816,1828.4065028163263,1.0,-0.25,0.9538,0.0,0.91,0.09
766,1786.258909530612,1791.0523066734693,1778.6014139183674,1.0,-0.25,0.9719,0.0,0.883,0.117
767,1766.8292282244895,1773.2932298367348,1755.9565266326529,1.0,-0.25,0.9832,0.016,0.871,0.113
768,1691.2545270612245,1699.2224237755104,1682.9936717755102,0.0,0.0,0.9818,0.0,0.878,0.122
769,1679.7404604693877,1688.560575979592,1667.89689722449,1.0,-0.25,0.9474,0.0,0.924,0.076
770,1591.920883489796,1601.283295897959,1582.6067445510205,0.0,0.0,0.5574,0.021,0.927,0.052
771,1636.982654755102,1646.592303102041,1632.497687632653,1.0,-0.25,0.9325,0.0,0.867,0.133
